Timestep,mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mean
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3373425692695214,0.3446717171717172,0.3760863509749304,0.3607712765957447,0.3405696202531645,0.3783698630136986,0.349579207920792,0.3816850828729282,0.3658900523560209,0.3356730769230769,0.3570638817351595
2,0.3566323907455013,0.3425702075702075,0.3738755020080321,0.3721466666666667,0.3585012594458437,0.3870694259012016,0.360683192261185,0.3807142857142856,0.3687371134020618,0.3429740871613663,0.3643904130876352
3,0.3537316652286453,0.3466970198675497,0.3652548330404218,0.3814521894548704,0.3646050420168067,0.3718126094570928,0.3622276422764227,0.3807286892758937,0.3668562874251497,0.3464868105515588,0.36398527885944115
4,0.354934768427919,0.3559612983770288,0.357598167539267,0.38140215198386,0.3612355212355213,0.3571758957654722,0.355049720323182,0.3863004791238877,0.3634393063583815,0.3383770883054892,0.3611474397440008
5,0.3535391487125591,0.3552172814552804,0.3594165358451073,0.3782696506550219,0.3610606060606061,0.3542998955067921,0.3506101265822785,0.3813007030827474,0.3528126608337622,0.3341385948026949,0.35806652035368497
6,0.3530522875816993,0.3603410059676044,0.3622655909289141,0.3771314468279324,0.3610884955752212,0.3569192357794182,0.3452601279317697,0.3860130571814498,0.354866090712743,0.3338317944600563,0.35907691329468083
7,0.355180247840781,0.3625551401869158,0.3627910003718854,0.3803955696202531,0.3581404320987654,0.3575560538116592,0.3437722551928783,0.3900270688321732,0.3567044188637207,0.338002421307506,0.36051246081265387
8,0.355079365079365,0.3668266048974189,0.3625147540983606,0.3819653482674133,0.3601217838765008,0.3617092337917485,0.3414105090311987,0.3915808200609962,0.3574737532808399,0.3414198659354052,0.3620102038319247
9,0.3572880853586248,0.366435790725327,0.3640720747009045,0.3826364783843483,0.362177743431221,0.3676452554744525,0.3371390845070422,0.3956632344033919,0.3609530102790015,0.3431383989145183,0.36371491561788327
10,0.3575950903695711,0.368141545110751,0.3634399788471708,0.3865249856404365,0.3636243985281631,0.3728045550847457,0.336191297426373,0.3952031292890475,0.3597025873566284,0.3466257969592938,0.36498533646121806
11,0.3611686390532544,0.3695242236024845,0.3652971732302488,0.3885090957026101,0.3664360041623309,0.3795130813953488,0.334528923602636,0.3967235323632714,0.3623572474377745,0.351127374301676,0.36751852948516356
12,0.3636292339167993,0.3710386473429951,0.3637360428762841,0.3918479844584749,0.371000481579581,0.383007662835249,0.3370281306715063,0.3975738007380074,0.3578193635141193,0.358204363037662,0.3694885710970678
13,0.3673123946037099,0.3708673250322027,0.3609194686591946,0.3957007233273056,0.3735698223521475,0.384745531019979,0.3380584264923011,0.4003207466208968,0.3558559024188547,0.3671895861148197,0.37145399266414114
14,0.3721310507674144,0.3695977933801404,0.3591635975964334,0.3999566687803847,0.37413905887318,0.3868140454995054,0.338306324110672,0.4033630178106864,0.355476557978005,0.3753727369542066,0.3734320851750628
15,0.3767606805992232,0.3693568464730291,0.3548550199347589,0.4043175957151358,0.378259052924791,0.387474804031355,0.339921553978334,0.4067577464788732,0.3583628798842257,0.3809936698317508,0.3757059849851477
16,0.3819158225637443,0.3704276082327892,0.3549931868506216,0.4055009345794392,0.3821709159584514,0.3908151885289432,0.3430886524822695,0.4095104647037956,0.3613385558583106,0.3861718380847377,0.3785933167843102
17,0.3861293260473588,0.3692227066912628,0.3584088353413655,0.4087319223985891,0.3850718003949021,0.3931727854496463,0.3450892406128977,0.4132594086021505,0.3641469117884212,0.3895761954416803,0.38128091327682745
18,0.3901662202615409,0.370805533596838,0.3603255247946456,0.4101366666666666,0.3894459667751327,0.3947365461847389,0.3489302288366139,0.4169502471695104,0.3684142593730793,0.3935286642191471,0.38434398578779133
19,0.3937956698240866,0.3734555405608037,0.363209127671866,0.4123893105629349,0.3940683942922749,0.3986044192112936,0.3519285932255112,0.4201581027667984,0.3707425887877898,0.3995810955961332,0.3877932842499493
20,0.39760663507109,0.3796855435401252,0.3668654349924169,0.4125723496776128,0.3980927183699257,0.4011442420681551,0.3562998694327578,0.4225235746409401,0.3760001398797034,0.4049680143295803,0.3915758522002307
21,0.4033188645445776,0.3838700718059883,0.3693783855198837,0.4162216355073498,0.3998943608451132,0.403895930150683,0.3597107666758926,0.4258426183844011,0.37699411921946,0.4095991922653286,0.39487259449186773
22,0.4085079365079365,0.3905574280528908,0.3710531333418075,0.4191250341250341,0.404800878477306,0.4049688726485316,0.364144257517552,0.4287602252916722,0.3814849336057201,0.4152867889045604,0.3988689488473011
23,0.4136354378818737,0.3956527674360883,0.3723295037888047,0.4224474474474474,0.4079630152456239,0.4057258797558759,0.3684969558599695,0.429453933747412,0.3861753868828297,0.4170597819979773,0.40189401100439026
24,0.418673294059892,0.4018919885550787,0.3742661090823418,0.4244258612081877,0.4118538868538868,0.4075412912912912,0.3720517976843387,0.4296384039900249,0.3902269503546099,0.4195605521406233,0.4050130135220275
25,0.4211823765650838,0.4080189974822614,0.3751784293669735,0.4242759856630824,0.4151766091051805,0.4101117014853278,0.3761874340640018,0.4284827958278384,0.3948144142092679,0.4237453261321146,0.4077174069901132
26,0.4245989518058561,0.4127798569069895,0.3783596924766612,0.4260841851383944,0.419198915920837,0.4131824545030331,0.377910076818798,0.4293874941887494,0.3988539486727613,0.4257894211576846,0.4106144997589764
27,0.4275580371878094,0.4180318754633061,0.3815809331491125,0.4283925027563395,0.4238709481607381,0.4163096309630962,0.3803315909833387,0.4316107420335547,0.4018569602726595,0.4285649923312883,0.4138108213301243
28,0.4305371197617528,0.4238571719849118,0.3850247295208656,0.4332158074137197,0.427324001405646,0.4207588945707758,0.3838481012658228,0.4338340611353712,0.405607717705324,0.4307699049727834,0.4174777509736973
29,0.4334919819078947,0.4301968967887656,0.3885028417588991,0.4379549197200494,0.4308182230281051,0.423259356879283,0.3883496631965707,0.4369828043732088,0.4107858428314337,0.4349662612092693,0.421530879169348
30,0.4363856858846918,0.4362659665058189,0.3919410970789549,0.4429375497215592,0.4352150065818341,0.426772113022113,0.3940034602076124,0.4398059054305182,0.4146027583527584,0.4394750341997264,0.42574045769855867
31,0.4412422779922779,0.4417174945215485,0.3944417000652437,0.4472633349351273,0.4401003291219874,0.4286540368974409,0.4004247178113641,0.4431337075273128,0.4203984721305291,0.4433520290333223,0.4300728100036154
32,0.4453405803863021,0.4468284404478532,0.3955367129713151,0.4505544223994066,0.4441387265456782,0.4306818181818182,0.4047119837006853,0.4454850491867146,0.4247083371549114,0.4474434713375796,0.4335429542312264
33,0.4502733031674208,0.4526234831652709,0.3980779334500875,0.4545171116287403,0.4495785763923359,0.4351063333644249,0.4094641418211119,0.4477124893637137,0.4283312599964457,0.4534895752895753,0.4379174207639127
34,0.4552203687445127,0.458375496031746,0.4019986369057761,0.457944891426594,0.4553806861989206,0.4391061401919942,0.4135753875465489,0.452142988421246,0.4315278496292464,0.4585617053103963,0.44238341504069806
35,0.4592271912605616,0.4643009118541033,0.4034930147970572,0.4620315383324945,0.4602633055841362,0.4435193982581156,0.416808822298485,0.4560799001248439,0.4347302038088874,0.4630172726612961,0.44634715589799806
36,0.462014788966434,0.469321083172147,0.4061037811745776,0.4653458049886621,0.4649954632066055,0.4481817013621177,0.4198156217219398,0.4589398404993065,0.4389397375668233,0.4679018422162846,0.4501559664874898
37,0.4641322280630813,0.4747142857142857,0.4091229514624009,0.4680430014882117,0.4692088105726872,0.4522755340453938,0.4226247861918831,0.4606747638326585,0.4432365439093484,0.4733487179487179,0.45373816232286684
38,0.4664519427402863,0.4798160802558883,0.412675997254214,0.4708897470846584,0.473810399384247,0.4562856562373019,0.4245562908926825,0.4642642716535433,0.4461005372217959,0.477961704961705,0.45728126276863224
39,0.4690833905023248,0.4838879486637049,0.4174386069355559,0.4736361971727825,0.4786461883780862,0.4598010756940599,0.4288798689479432,0.4665941682600383,0.4490834519439658,0.4825452246644622,0.4609596121162924
40,0.4719262112905615,0.4874630743982495,0.4214340579710145,0.4767090625664281,0.4829340712612103,0.4630464901477832,0.4325884267119411,0.469166020170675,0.4515014577259475,0.4872360523156631,0.4644004924559474
41,0.4737785215576189,0.4909682244233198,0.424595852729581,0.4791130416866974,0.487814884745496,0.4642452971595593,0.4369692583402261,0.4720062778912336,0.4544945617402431,0.4917389156477708,0.46757248359217457
42,0.4754470834788683,0.4948915429309232,0.427700288580459,0.4817828168639447,0.4918036424854607,0.4666106452788917,0.4409013867488444,0.4756628327066283,0.4586169029747011,0.4967940519997587,0.47102111940484803
43,0.4764039375424304,0.4980940888861029,0.4313925747218872,0.4839889456332019,0.4961251024513822,0.4706527619589977,0.4450294002352019,0.4792920927552931,0.4623658503493657,0.5017695752076827,0.4745114329741546
44,0.4784332299161661,0.5007126345884786,0.4352662490211433,0.4855905585856686,0.5007755991285403,0.4729777777777777,0.4486542252177783,0.4818342343607386,0.4652142762372296,0.5061095125740922,0.4775568297407613
45,0.4798358285677568,0.5031374749025629,0.4373986293546544,0.4872634497045026,0.5055860234125577,0.4751586333129957,0.4510750325017024,0.4853731650432158,0.4678019448946515,0.5109904279279279,0.4803620609622527
