Timestep,mc_1,mc_2,mc_3,mc_4,mc_5,mc_6,mc_7,mc_8,mc_9,mc_10,mc_11,mc_12,mc_13,mc_14,mc_15,mc_16,mc_17,mc_18,mc_19,mc_20,mc_21,mc_22,mc_23,mc_24,mc_25,mc_26,mc_27,mc_28,mc_29,mean
29,0.4118296422487223,0.4046773896211632,0.3792072591835244,0.3907497733454215,0.3324149008885851,0.4172856842326706,0.3682247929163096,0.4426551429790866,0.3482970988409761,0.3986816151842203,0.3906698938163647,0.3994306246545052,0.4111866488055369,0.4155172935363517,0.3630820811116497,0.3996687195788219,0.3549073201382343,0.39767038978801,0.3853855626326964,0.409997525977239,0.4499635568513119,0.3534099142040038,0.4487181851715234,0.4244407981097401,0.4237871503496503,0.4178301689964532,0.3803971521701835,0.388789361495979,0.3536532286835533,0.39525961639698237
30,0.4157854217854217,0.4109738515268201,0.3824107329296303,0.3990341308937368,0.3360390885877038,0.4262662337662338,0.3706241921219131,0.449776205364489,0.3522013793103448,0.4057890268966133,0.3949835452505609,0.4057419958976188,0.4126030817520331,0.4239499270782693,0.3634105092842283,0.4084469551895825,0.3569478001491424,0.4067328480035296,0.3903816886586254,0.419814423076923,0.4568378425707031,0.3605168313208928,0.4557800284292821,0.4302689075630252,0.4304154302670623,0.4251238296587133,0.3879589632829374,0.394970190964136,0.3619730381600481,0.4012330379220765
31,0.4189735620426469,0.4167078456870394,0.3847074662588923,0.4069624252775405,0.3395105795190556,0.4349099716214893,0.3718873914733704,0.4561907973026576,0.35673843911488,0.4128699956952216,0.3987638958617227,0.4122468026270307,0.414655573815393,0.4326309133489461,0.3628189300411523,0.4159517649233044,0.3609175550817342,0.4160581445061992,0.3952451662799691,0.4287761976047904,0.4628927428860077,0.368501272711314,0.4635466861013462,0.4362957427902092,0.4380671058048579,0.4327074023703128,0.3953523557267839,0.4023012889366273,0.3696464899116225,0.40713222432145224
32,0.4225986394557823,0.4230184563758389,0.3866360516112629,0.4136451237747134,0.3422256703826454,0.4426772546795235,0.3740153484342122,0.4628272873686632,0.3617630389097624,0.4204175997345939,0.4025244524039124,0.4188874466125115,0.417369095328822,0.440082957619477,0.3619929137725391,0.4236334017673837,0.3646595686965956,0.4252876726555197,0.3996447319778188,0.4373449594754576,0.469176948051948,0.3767983122362869,0.4708205996530932,0.4421862646306488,0.4448780975219824,0.4401437159496524,0.4015013176251744,0.4095737436427894,0.3767415503750907,0.41286455933530003
33,0.4253883847549909,0.4286958637469586,0.3873688210615917,0.4200727802037846,0.3450185110198414,0.4489142726858185,0.3772338031505389,0.4683812629706492,0.3658847283406754,0.4282869704236611,0.4056881948120698,0.4258699894300349,0.4199656042915746,0.4477617391304347,0.3625693606755126,0.4314700310024112,0.3676900888053413,0.4349677321770697,0.4043162514156285,0.4456411508747003,0.4754672092659258,0.3855116733100138,0.4777590045320823,0.4473918063314711,0.4520288097778639,0.4477954648526077,0.4077316305894689,0.4167949356579493,0.3836720824871114,0.4184599364750959
34,0.4288355208042446,0.4341266409873437,0.3888613746144445,0.4262562100780696,0.3462118182827946,0.4548651625980435,0.3792785111325137,0.4736465949820788,0.3692361806087008,0.4352837973316881,0.4088823903369358,0.433275264070629,0.4224946908561374,0.4538621902210314,0.3611439457001985,0.4386964107676969,0.3720885054617676,0.4435191347753743,0.4083801193382153,0.4533636836628512,0.4817986998261395,0.393646233440464,0.4845659176317202,0.4524401144082946,0.4590522444360618,0.4549333567169414,0.4132968422573885,0.4234496805111821,0.3906370656370656,0.4236595966026212
35,0.4325139420815695,0.4401780279975654,0.3895818445734703,0.4325179052753177,0.3485115645531756,0.461578947368421,0.3816836928761615,0.4787731529656607,0.3727241847826086,0.4410205755181154,0.4119870971687152,0.4398516592751185,0.4245160537069468,0.4589985468636474,0.359810149801284,0.4459134692567025,0.3749003085687159,0.4522001139709374,0.4114499383557199,0.4607635301092572,0.4885182343053424,0.4007966306564931,0.4901283189113231,0.4566856946354882,0.4658815148451144,0.4614543991870607,0.4181544840080831,0.4304104161858604,0.397555563705714,0.42858827453481335
36,0.4361591952907691,0.4463143911439114,0.3906510779791912,0.4389695691473335,0.3506656394453004,0.467907982535629,0.3839528031290743,0.4835865035623067,0.3755152224824356,0.4466683445994535,0.4142336217552534,0.4458804751299183,0.4270302655265526,0.4632150905276245,0.3591590536425393,0.4529792022349837,0.3770980926430518,0.4601049530473209,0.4139067944250871,0.4677972838688307,0.4942109728506787,0.4080476677129717,0.4947694997502319,0.4602384101580583,0.4727257645054255,0.4672275811330009,0.4231805340687428,0.4368883610451306,0.4044445631275368,0.4332251350506326
37,0.4408434185901435,0.4521014285714285,0.3917215738923887,0.4454434295816146,0.3530376929165018,0.4750446392985253,0.3855839598997494,0.4884979155810318,0.3784238302788426,0.4514472954230236,0.4158322467260049,0.4524720277196275,0.4283427286031763,0.4675213291423439,0.3577009592191619,0.4593358583964599,0.3781404958677686,0.467706565430996,0.4151800405389293,0.4751124231640246,0.4993597644480964,0.4154062059238363,0.4982392232474866,0.463503600790262,0.4787438768369489,0.4734509154040404,0.428032664458731,0.4426140929965557,0.4111113798106819,0.43758453733649594
38,0.4448277730940624,0.4574245361395735,0.3934447204968944,0.4514872256207268,0.3540214853985041,0.4807924339317359,0.3875509219036586,0.4938393703773943,0.3817445869884894,0.4557284413497589,0.4174815442664187,0.4592417211558743,0.4293899759338704,0.4713379976918638,0.3564525771530134,0.4660904602874982,0.3796571771208092,0.4753268597190914,0.4166053760366028,0.4817304801835298,0.5038639532567558,0.4223368306308761,0.502383693843594,0.4664531701617366,0.4848650495387769,0.4790041052151437,0.4323155583437892,0.4484971539636262,0.4165347432024169,0.44173896286227887
