,TotalSugar,AvgSugarLevel,SugarGini,NumCooperators,RiskAverseAvgSugar,NeutralAvgSugar,RiskSeekingAvgSugar,RiskAverseCoopSugar,NeutralCoopSugar,RiskSeekingCoopSugar,RiskSeekingNonCoopSugar,RiskAverseNonCoopSugar,NeutralNonCoopSugar
0,4622,0.0,0.0,28,0.0,0.0,0.0,0,0,0,0,0,0
1,4536,0.86,0.14,28,0.8823529411764706,0.9393939393939394,0.7575757575757576,8,9,7,18,22,22
2,4449,1.73,0.13497109826589593,28,1.7647058823529411,1.878787878787879,1.5454545454545454,16,18,14,37,44,44
3,4362,2.6,0.13330769230769235,28,2.6470588235294117,2.8181818181818183,2.3333333333333335,24,27,21,56,66,66
4,4275,3.47,0.13247838616714702,28,3.5294117647058822,3.757575757575758,3.121212121212121,32,36,28,75,88,88
5,4188,4.34,0.13198156682027645,28,4.411764705882353,4.696969696969697,3.909090909090909,40,45,35,94,110,110
6,4102,5.2,0.1332692307692308,28,5.264705882352941,5.636363636363637,4.696969696969697,48,54,42,113,131,132
7,4015,6.07,0.1328006589785832,28,6.147058823529412,6.575757575757576,5.484848484848484,56,63,49,132,153,154
8,3927,6.95,0.1311798561151079,28,7.029411764705882,7.515151515151516,6.303030303030303,64,72,56,152,175,176
9,3839,7.83,0.12992337164750964,28,7.911764705882353,8.454545454545455,7.121212121212121,72,81,63,172,197,198
10,3751,8.71,0.12882893226176806,28,8.794117647058824,9.393939393939394,7.9393939393939394,80,90,70,192,219,220
11,3664,9.58,0.1288517745302714,28,9.676470588235293,10.333333333333334,8.727272727272727,88,99,77,211,241,242
12,3576,10.46,0.1280688336520076,28,10.558823529411764,11.303030303030303,9.515151515151516,96,108,84,230,263,265
13,3488,11.34,0.12737213403880077,28,11.411764705882353,12.272727272727273,10.333333333333334,104,117,91,250,284,288
14,3401,12.21,0.1274774774774775,28,12.294117647058824,13.242424242424242,11.090909090909092,112,126,98,268,306,311
15,3313,13.09,0.12688311688311685,28,13.147058823529411,14.212121212121213,11.909090909090908,119,135,105,288,328,334
16,3227,13.95,0.12754838709677416,28,13.970588235294118,15.181818181818182,12.696969696969697,126,144,112,307,349,357
17,3141,14.81,0.12813639432815663,28,14.823529411764707,16.151515151515152,13.454545454545455,134,153,119,325,370,380
18,3056,15.66,0.12924648786717755,28,15.647058823529411,17.12121212121212,14.212121212121213,142,162,126,343,390,403
19,2971,16.51,0.13025439127801333,28,16.470588235294116,18.09090909090909,14.969696969696969,149,171,133,361,411,426
20,2885,17.37,0.13071387449625788,28,17.323529411764707,19.060606060606062,15.727272727272727,157,180,140,379,432,449
21,2800,18.22,0.1315806805708013,28,18.147058823529413,20.03030303030303,16.484848484848484,165,189,147,397,452,472
22,2716,19.06,0.13277019937040918,28,18.970588235294116,20.96969696969697,17.242424242424242,173,198,154,415,472,494
23,2630,19.92,0.13294176706827315,28,19.823529411764707,21.90909090909091,18.03030303030303,181,207,161,434,493,516
24,2547,20.78,0.13309913378248311,28,20.676470588235293,22.848484848484848,18.818181818181817,189,216,168,453,514,538
25,2461,21.64,0.13326247689463955,28,21.529411764705884,23.78787878787879,19.606060606060606,197,225,175,472,535,560
26,2375,22.5,0.13341333333333338,28,22.38235294117647,24.727272727272727,20.393939393939394,205,234,182,491,556,582
27,2289,23.36,0.13356164383561647,28,23.235294117647058,25.666666666666668,21.181818181818183,213,243,189,510,577,604
