,TotalSugar,AvgSugarLevel,SugarGini,NumCooperators,RiskAverseAvgSugar,NeutralAvgSugar,RiskSeekingAvgSugar,RiskAverseCoopSugar,NeutralCoopSugar,RiskSeekingCoopSugar,RiskSeekingNonCoopSugar,RiskAverseNonCoopSugar,NeutralNonCoopSugar
0,4622,0.0,0.0,28,0.0,0.0,0.0,0,0,0,0,0,0
1,4542,0.8,0.2,28,0.7941176470588235,0.7272727272727273,0.8787878787878788,9,5,8,21,18,19
2,4461,1.61,0.19496894409937895,28,1.588235294117647,1.4848484848484849,1.7575757575757576,18,11,16,42,36,38
3,4380,2.42,0.19330578512396698,28,2.3823529411764706,2.242424242424242,2.6363636363636362,27,17,24,63,54,57
4,4298,3.24,0.18993827160493823,28,3.176470588235294,3.0303030303030303,3.515151515151515,36,24,32,84,72,76
5,4215,4.07,0.1858722358722359,28,4.0,3.8181818181818183,4.393939393939394,45,31,40,105,91,95
6,4131,4.91,0.18144602851323824,28,4.823529411764706,4.636363636363637,5.2727272727272725,54,38,48,126,110,115
7,4048,5.74,0.17965156794425086,28,5.647058823529412,5.424242424242424,6.151515151515151,63,45,56,147,129,134
8,3964,6.58,0.17714285714285707,28,6.470588235294118,6.242424242424242,7.03030303030303,72,52,64,168,148,154
9,3879,7.43,0.17403768506056522,28,7.294117647058823,7.0606060606060606,7.9393939393939394,81,59,72,190,167,174
10,3794,8.28,0.1715700483091787,28,8.117647058823529,7.878787878787879,8.848484848484848,90,66,80,212,186,194
11,3709,9.13,0.16956188389923327,28,8.941176470588236,8.696969696969697,9.757575757575758,99,73,88,234,205,214
12,3626,9.96,0.1693574297188755,28,9.735294117647058,9.515151515151516,10.636363636363637,107,80,95,256,224,234
13,3544,10.78,0.16990723562152127,28,10.529411764705882,10.333333333333334,11.484848484848484,115,87,102,277,243,254
14,3462,11.6,0.17039655172413787,28,11.323529411764707,11.181818181818182,12.303030303030303,123,95,109,297,262,274
15,3382,12.4,0.17201612903225807,28,12.088235294117647,12.0,13.121212121212121,131,102,116,317,280,294
16,3302,13.2,0.1736363636363636,28,12.882352941176471,12.787878787878787,13.93939393939394,139,108,123,337,299,314
17,3222,14.0,0.17507142857142852,28,13.647058823529411,13.606060606060606,14.757575757575758,147,115,130,357,317,334
18,3141,14.81,0.1758203916272788,28,14.441176470588236,14.424242424242424,15.575757575757576,155,122,137,377,336,354
19,3059,15.63,0.17593730006397948,28,15.235294117647058,15.242424242424242,16.424242424242426,163,129,144,398,355,374
20,2977,16.45,0.17604255319148934,28,16.029411764705884,16.060606060606062,17.272727272727273,171,136,151,419,374,394
21,2895,17.27,0.1761378112333526,28,16.823529411764707,16.87878787878788,18.12121212121212,179,143,158,440,393,414
