,TotalSugar,AvgSugarLevel,SugarGini,NumCooperators,RiskAverseAvgSugar,NeutralAvgSugar,RiskSeekingAvgSugar,RiskAverseCoopSugar,NeutralCoopSugar,RiskSeekingCoopSugar,RiskSeekingNonCoopSugar,RiskAverseNonCoopSugar,NeutralNonCoopSugar
0,4622,0.0,0.0,28,0.0,0.0,0.0,0,0,0,0,0,0
1,4542,0.8,0.2,28,0.7058823529411765,0.9393939393939394,0.7575757575757576,7,9,6,19,17,22
2,4461,1.61,0.19496894409937895,28,1.411764705882353,1.9090909090909092,1.5151515151515151,14,18,12,38,34,45
3,4380,2.42,0.19330578512396698,28,2.1176470588235294,2.878787878787879,2.272727272727273,21,27,18,57,51,68
4,4299,3.23,0.19247678018575853,28,2.823529411764706,3.8484848484848486,3.0303030303030303,28,36,24,76,68,91
5,4218,4.04,0.19188118811881183,28,3.5588235294117645,4.787878787878788,3.787878787878788,36,44,30,95,85,114
6,4137,4.85,0.19144329896907222,28,4.264705882352941,5.757575757575758,4.545454545454546,44,53,36,114,101,137
7,4056,5.66,0.19120141342756183,28,4.970588235294118,6.7272727272727275,5.303030303030303,52,62,42,133,117,160
8,3976,6.46,0.19216718266253863,28,5.676470588235294,7.696969696969697,6.03030303030303,60,71,47,152,133,183
9,3895,7.27,0.19189821182943603,28,6.382352941176471,8.666666666666666,6.787878787878788,68,80,53,171,149,206
10,3816,8.06,0.1934739454094293,28,7.088235294117647,9.636363636363637,7.484848484848484,76,89,58,189,165,229
11,3736,8.86,0.19404063205417615,28,7.794117647058823,10.606060606060606,8.212121212121213,84,98,64,207,181,252
12,3658,9.64,0.19601659751037345,28,8.5,11.545454545454545,8.909090909090908,92,107,69,225,197,274
13,3579,10.43,0.1970182166826463,28,9.205882352941176,12.484848484848484,9.636363636363637,100,116,75,243,213,296
14,3500,11.22,0.19791443850267385,28,9.911764705882353,13.424242424242424,10.363636363636363,108,125,81,261,229,318
15,3421,12.01,0.19862614487926733,28,10.647058823529411,14.363636363636363,11.06060606060606,116,134,86,279,246,340
16,3343,12.79,0.19971071149335415,28,11.352941176470589,15.303030303030303,11.757575757575758,124,143,92,296,262,362
17,3266,13.56,0.20122418879056042,28,12.058823529411764,16.21212121212121,12.454545454545455,132,152,98,313,278,383
18,3188,14.34,0.20211994421199436,28,12.764705882352942,17.12121212121212,13.181818181818182,140,161,104,331,294,404
19,3110,15.15,0.20141914191419147,28,13.470588235294118,18.09090909090909,13.93939393939394,148,170,110,350,310,427
20,3032,15.96,0.20080200501253131,28,14.176470588235293,19.060606060606062,14.696969696969697,156,179,116,369,326,450
21,2953,16.78,0.19973778307508938,28,14.882352941176471,20.03030303030303,15.484848484848484,164,188,122,389,342,473
22,2871,17.6,0.19877272727272724,28,15.588235294117647,21.0,16.272727272727273,172,197,128,409,358,496
23,2789,18.42,0.19790445168295334,28,16.294117647058822,21.96969696969697,17.060606060606062,180,206,134,429,374,519
24,2711,19.23,0.19755070202808114,28,17.0,22.939393939393938,17.818181818181817,188,215,140,448,390,542
25,2633,20.04,0.19724550898203588,28,17.705882352941178,23.90909090909091,18.575757575757574,196,224,146,467,406,565
26,2552,20.88,0.19574712643678155,28,18.470588235294116,24.87878787878788,19.363636363636363,204,233,152,487,424,588
27,2471,21.72,0.19436464088397784,28,19.235294117647058,25.848484848484848,20.151515151515152,212,242,158,507,442,611
28,2390,22.56,0.19308510638297874,28,20.0,26.818181818181817,20.939393939393938,220,251,164,527,460,634
29,2308,23.38,0.19251497005988027,28,20.764705882352942,27.78787878787879,21.666666666666668,228,260,169,546,478,657
30,2226,24.2,0.19200826446280986,28,21.529411764705884,28.757575757575758,22.393939393939394,236,269,174,565,496,680
31,2147,25.02,0.19155075939248603,28,22.294117647058822,29.727272727272727,23.12121212121212,244,278,179,584,514,703
