,TotalSugar,AvgSugarLevel,SugarGini,NumCooperators,RiskAverseAvgSugar,NeutralAvgSugar,RiskSeekingAvgSugar,RiskAverseCoopSugar,NeutralCoopSugar,RiskSeekingCoopSugar,RiskSeekingNonCoopSugar,RiskAverseNonCoopSugar,NeutralNonCoopSugar
0,4622,0.0,0.0,28,0.0,0.0,0.0,0,0,0,0,0,0
1,4540,0.82,0.18,28,0.6764705882352942,0.8787878787878788,0.9090909090909091,8,7,8,22,15,22
2,4458,1.64,0.18,28,1.3529411764705883,1.7575757575757576,1.8181818181818181,16,14,16,44,30,44
3,4375,2.47,0.17663967611336034,28,2.0588235294117645,2.6363636363636362,2.727272727272727,25,21,24,66,45,66
4,4292,3.3,0.174969696969697,28,2.764705882352941,3.515151515151515,3.6363636363636362,34,28,32,88,60,88
5,4208,4.14,0.1719323671497584,28,3.4705882352941178,4.424242424242424,4.545454545454546,43,36,40,110,75,110
6,4124,4.98,0.16979919678714864,28,4.176470588235294,5.363636363636363,5.424242424242424,52,45,48,131,90,132
7,4039,5.83,0.16691252144082327,28,4.882352941176471,6.303030303030303,6.333333333333333,61,54,56,153,105,154
8,3954,6.68,0.16476047904191618,28,5.588235294117647,7.242424242424242,7.242424242424242,70,63,64,175,120,176
9,3869,7.53,0.16309428950863208,28,6.294117647058823,8.181818181818182,8.151515151515152,79,72,72,197,135,198
10,3787,8.35,0.1644670658682635,28,6.970588235294118,9.090909090909092,9.030303030303031,87,81,80,218,150,219
11,3703,9.19,0.16388465723612625,28,7.676470588235294,10.030303030303031,9.909090909090908,96,90,88,239,165,241
12,3620,10.02,0.1641916167664671,28,8.352941176470589,10.969696969696969,10.787878787878787,104,99,96,260,180,263
13,3537,10.85,0.16447004608294932,28,9.029411764705882,11.909090909090908,11.666666666666666,112,108,104,281,195,285
14,3454,11.68,0.16479452054794522,28,9.705882352941176,12.818181818181818,12.575757575757576,120,117,112,303,210,306
15,3372,12.5,0.16563199999999995,28,10.352941176470589,13.757575757575758,13.454545454545455,128,126,120,324,224,328
16,3290,13.32,0.16641141141141147,28,11.0,14.696969696969697,14.333333333333334,136,135,128,345,238,350
17,3208,14.14,0.16711456859971704,28,11.647058823529411,15.636363636363637,15.212121212121213,144,144,136,366,252,372
18,3127,14.98,0.16668891855807744,28,12.323529411764707,16.575757575757574,16.12121212121212,152,153,144,388,267,394
19,3043,15.82,0.16630847029077117,28,13.0,17.515151515151516,17.03030303030303,160,162,152,410,282,416
20,2965,16.66,0.16596638655462187,28,13.676470588235293,18.454545454545453,17.939393939393938,168,171,160,432,297,438
21,2893,17.5,0.16566857142857144,28,14.352941176470589,19.393939393939394,18.848484848484848,176,180,168,454,312,460
22,2824,18.34,0.16540894220283534,28,15.029411764705882,20.333333333333332,19.757575757575758,184,189,176,476,327,482
23,2751,19.19,0.16470557582073994,28,15.735294117647058,21.272727272727273,20.666666666666668,192,198,184,498,343,504
24,2672,20.04,0.164061876247505,28,16.441176470588236,22.21212121212121,21.575757575757574,200,207,192,520,359,526
25,2605,20.89,0.16347056007659164,28,17.147058823529413,23.151515151515152,22.484848484848484,208,216,200,542,375,548
26,2530,21.73,0.16328117809479978,28,17.852941176470587,24.060606060606062,23.393939393939394,216,224,208,564,391,570
27,2458,22.57,0.16311475409836063,28,18.558823529411764,24.96969696969697,24.303030303030305,224,232,216,586,407,592
28,2392,23.41,0.16296027338744123,28,19.264705882352942,25.87878787878788,25.21212121212121,232,240,224,608,423,614
29,2317,24.25,0.16282474226804125,28,19.970588235294116,26.78787878787879,26.12121212121212,240,248,232,630,439,636
30,2248,25.09,0.1626982861697887,28,20.676470588235293,27.696969696969695,27.03030303030303,248,256,240,652,455,658
31,2166,25.94,0.1622282189668465,28,21.41176470588235,28.606060606060606,27.939393939393938,256,264,248,674,472,680
32,2100,26.78,0.16213592233009705,28,22.11764705882353,29.515151515151516,28.848484848484848,264,272,256,696,488,702
33,2033,27.6,0.16256521739130433,28,22.794117647058822,30.393939393939394,29.757575757575758,272,280,264,718,503,723
34,1952,28.41,0.1631925378387892,28,23.470588235294116,31.303030303030305,30.606060606060606,280,289,271,739,518,744
35,1881,29.24,0.16329685362517096,28,24.176470588235293,32.18181818181818,31.515151515151516,288,297,279,761,534,765
36,1813,30.07,0.16336215497173256,28,24.852941176470587,33.09090909090909,32.42424242424242,296,305,287,783,549,787
37,1733,30.9,0.16343042071197417,28,25.558823529411764,33.96969696969697,33.333333333333336,304,313,295,805,565,808
38,1665,31.73,0.16352032776552164,28,26.264705882352942,34.878787878787875,34.21212121212121,312,321,302,827,581,830
39,1607,32.55,0.16379416282642084,28,26.970588235294116,35.75757575757576,35.09090909090909,320,329,309,849,597,851
40,1545,33.35,0.1644467766116942,28,27.647058823529413,36.63636363636363,35.93939393939394,327,337,316,870,613,872
41,1475,34.17,0.1646210125841381,28,28.323529411764707,37.54545454545455,36.81818181818182,334,346,324,891,629,893
42,1405,34.99,0.16482709345527297,28,29.029411764705884,38.484848484848484,37.63636363636363,342,355,331,911,645,915
43,1337,35.82,0.16485762144053595,28,29.705882352941178,39.42424242424242,38.515151515151516,349,364,339,932,661,937
44,1276,36.64,0.16502729257641918,28,30.38235294117647,40.36363636363637,39.36363636363637,356,373,347,952,677,959
45,1214,37.41,0.16587276129377174,28,31.0,41.24242424242424,40.18181818181818,363,382,355,971,691,979
46,1152,38.18,0.1667417496071242,28,31.647058823529413,42.09090909090909,41.0,370,391,362,991,706,998
47,1087,38.92,0.16788797533401847,28,32.23529411764706,42.90909090909091,41.81818181818182,377,398,369,1011,719,1018
48,1029,39.65,0.1692080706179067,28,32.794117647058826,43.72727272727273,42.63636363636363,384,405,376,1031,731,1038
49,966,40.37,0.17071835521426806,28,33.411764705882355,44.515151515151516,43.39393939393939,392,412,383,1049,744,1057
50,907,41.05,0.1722606577344702,28,34.029411764705884,45.21212121212121,44.121212121212125,400,420,390,1066,757,1072
51,848,41.73,0.1739587826503714,28,34.64705882352941,45.93939393939394,44.81818181818182,408,428,397,1082,770,1088
52,797,42.39,0.17569002123142255,28,35.26470588235294,46.60606060606061,45.515151515151516,415,434,404,1098,784,1104
53,757,43.03,0.1778689286544271,28,35.88235294117647,47.24242424242424,46.18181818181818,422,439,411,1113,798,1120
54,716,43.68,0.17961538461538468,28,36.55882352941177,47.878787878787875,46.81818181818182,430,445,418,1127,813,1135
55,670,44.32,0.18173736462093856,28,37.088235294117645,48.60606060606061,47.484848484848484,436,451,425,1142,825,1153
56,611,44.97,0.18348009784300642,28,37.705882352941174,49.27272727272727,48.15151515151515,444,456,432,1157,838,1170
57,572,45.54,0.1857663592446201,28,38.1764705882353,49.90909090909091,48.75757575757576,449,463,439,1170,849,1184
58,530,46.08,0.18786892361111115,28,38.61764705882353,50.60606060606061,49.24242424242424,454,471,444,1181,859,1199
59,498,46.58,0.1904121940747102,28,39.0,51.24242424242424,49.72727272727273,459,477,449,1192,867,1214
60,465,47.06,0.1930514237144071,28,39.38235294117647,51.78787878787879,50.24242424242424,464,482,455,1203,875,1227
61,439,47.5,0.19579368421052634,28,39.705882352941174,52.303030303030305,50.72727272727273,469,487,460,1214,881,1239
62,393,47.96,0.1984028356964137,28,40.029411764705884,52.878787878787875,51.21212121212121,474,493,465,1225,887,1252
63,363,48.44,0.20078034682080925,28,40.411764705882355,53.42424242424242,51.72727272727273,479,500,471,1236,895,1263
64,336,48.89,0.20312742892206997,28,40.794117647058826,54.0,52.121212121212125,483,506,475,1245,904,1276
65,299,49.32,0.2050729927007299,28,41.205882352941174,54.515151515151516,52.484848484848484,487,511,479,1253,914,1288
66,276,49.73,0.207490448421476,28,41.588235294117645,55.0,52.84848484848485,491,515,484,1260,923,1300
67,251,50.13,0.2098084979054458,28,41.94117647058823,55.57575757575758,53.121212121212125,495,520,486,1267,931,1314
68,222,50.51,0.21222530192041178,28,42.3235294117647,56.09090909090909,53.36363636363637,499,525,489,1272,940,1326
69,202,50.86,0.21447896185607548,28,42.705882352941174,56.515151515151516,53.60606060606061,503,529,492,1277,949,1336
70,180,51.17,0.216656243892906,28,43.0,56.96969696969697,53.78787878787879,507,534,494,1281,955,1346
71,165,51.41,0.2184886208908773,28,43.14705882352941,57.39393939393939,53.93939393939394,509,539,496,1284,958,1355
72,149,51.66,0.2206968641114983,28,43.3235294117647,57.78787878787879,54.121212121212125,512,543,498,1288,961,1364
73,133,51.88,0.22244024672320734,28,43.44117647058823,58.121212121212125,54.333333333333336,514,547,501,1292,963,1371
74,115,52.12,0.22436300844205675,28,43.529411764705884,58.57575757575758,54.515151515151516,516,552,504,1295,964,1381
75,101,52.32,0.2259480122324159,28,43.588235294117645,58.96969696969697,54.666666666666664,517,556,507,1297,965,1390
76,91,52.48,0.22727515243902446,28,43.6764705882353,59.24242424242424,54.78787878787879,518,559,509,1299,967,1396
77,88,52.63,0.22830514915447467,28,43.8235294117647,59.484848484848484,54.84848484848485,521,562,510,1300,969,1401
78,86,52.77,0.22941633503884787,28,43.94117647058823,59.72727272727273,54.90909090909091,523,565,511,1301,971,1406
79,79,52.93,0.23069147931229922,28,44.029411764705884,60.0,55.03030303030303,525,568,512,1304,972,1412
80,70,53.08,0.23207987942727953,28,44.11764705882353,60.21212121212121,55.18181818181818,527,571,514,1307,973,1416
