,TotalSugar,AvgSugarLevel,SugarGini,NumCooperators,RiskAverseAvgSugar,NeutralAvgSugar,RiskSeekingAvgSugar,RiskAverseCoopSugar,NeutralCoopSugar,RiskSeekingCoopSugar,RiskSeekingNonCoopSugar,RiskAverseNonCoopSugar,NeutralNonCoopSugar
0,4622,0.0,0.0,28,0.0,0.0,0.0,0,0,0,0,0,0
1,4541,0.81,0.19,28,0.8529411764705882,0.7575757575757576,0.8181818181818182,8,7,8,19,21,18
2,4459,1.63,0.1849693251533742,28,1.7352941176470589,1.5151515151515151,1.6363636363636365,17,14,16,38,42,36
3,4377,2.45,0.18330612244897965,28,2.6176470588235294,2.272727272727273,2.4545454545454546,26,21,24,57,63,54
4,4294,3.28,0.17993902439024395,28,3.5,3.0606060606060606,3.272727272727273,35,28,32,76,84,73
5,4211,4.11,0.17793187347931877,28,4.382352941176471,3.8484848484848486,4.090909090909091,44,35,40,95,105,92
6,4129,4.93,0.17819472616632864,28,5.264705882352941,4.636363636363637,4.878787878787879,53,42,47,114,126,111
7,4048,5.74,0.17975609756097555,28,6.147058823529412,5.424242424242424,5.636363636363637,62,49,54,132,147,130
8,3966,6.56,0.17975609756097555,28,7.029411764705882,6.212121212121212,6.424242424242424,71,56,61,151,168,149
9,3884,7.38,0.1796476964769647,28,7.911764705882353,7.03030303030303,7.181818181818182,80,63,68,169,189,169
10,3801,8.21,0.17864799025578562,28,8.794117647058824,7.848484848484849,7.96969696969697,89,70,75,188,210,189
11,3718,9.04,0.17774336283185846,28,9.676470588235293,8.666666666666666,8.757575757575758,98,77,82,207,231,209
12,3635,9.87,0.1768287740628166,28,10.529411764705882,9.515151515151516,9.545454545454545,107,84,89,226,251,230
13,3550,10.72,0.17455223880597018,28,11.411764705882353,10.393939393939394,10.333333333333334,116,91,96,245,272,252
14,3466,11.56,0.1732352941176471,28,12.264705882352942,11.272727272727273,11.121212121212121,125,98,103,264,292,274
15,3381,12.41,0.17153102336825143,28,13.147058823529411,12.151515151515152,11.909090909090908,134,105,110,283,313,296
16,3297,13.25,0.17063396226415095,28,14.0,13.030303030303031,12.696969696969697,143,112,117,302,333,318
