,TotalSugar,AvgSugarLevel,SugarGini,NumCooperators,RiskAverseAvgSugar,NeutralAvgSugar,RiskSeekingAvgSugar,RiskAverseCoopSugar,NeutralCoopSugar,RiskSeekingCoopSugar,RiskSeekingNonCoopSugar,RiskAverseNonCoopSugar,NeutralNonCoopSugar
0,4622,0.0,0.0,28,0.0,0.0,0.0,0,0,0,0,0,0
1,4536,0.86,0.14,28,0.8823529411764706,0.8787878787878788,0.8181818181818182,9,9,9,18,21,20
2,4450,1.72,0.14,28,1.7647058823529411,1.7575757575757576,1.6363636363636365,18,18,18,36,42,40
3,4365,2.57,0.14330739299610898,28,2.6470588235294117,2.6363636363636362,2.4242424242424243,27,27,27,53,63,60
4,4279,3.43,0.14212827988338192,28,3.5,3.5454545454545454,3.242424242424242,35,36,35,72,84,81
5,4192,4.3,0.1395813953488373,28,4.382352941176471,4.454545454545454,4.0606060606060606,44,45,43,91,105,102
6,4104,5.18,0.1361389961389962,28,5.294117647058823,5.363636363636363,4.878787878787879,53,54,51,110,127,123
7,4016,6.06,0.13376237623762377,28,6.205882352941177,6.2727272727272725,5.696969696969697,62,63,59,129,149,144
8,3934,6.94,0.13198847262247837,28,7.117647058823529,7.181818181818182,6.515151515151516,71,72,67,148,171,165
9,3850,7.81,0.1316389244558259,28,8.029411764705882,8.06060606060606,7.333333333333333,80,81,75,167,193,185
10,3762,8.69,0.13046029919447646,28,8.941176470588236,8.969696969696969,8.151515151515152,89,90,83,186,215,206
11,3675,9.56,0.1303556485355648,28,9.852941176470589,9.848484848484848,8.969696969696969,98,99,91,205,237,226
12,3590,10.41,0.13182516810758885,28,10.764705882352942,10.696969696969697,9.757575757575758,107,108,99,223,259,245
13,3506,11.25,0.1337866666666666,28,11.676470588235293,11.545454545454545,10.515151515151516,116,117,107,240,281,264
14,3424,12.07,0.1367108533554267,28,12.588235294117647,12.393939393939394,11.212121212121213,125,126,115,255,303,283
15,3348,12.89,0.139356089992242,28,13.5,13.242424242424242,11.909090909090908,134,135,123,270,325,302
16,3267,13.73,0.1405025491624181,28,14.411764705882353,14.121212121212121,12.636363636363637,143,144,131,286,347,322
17,3183,14.57,0.14148936170212764,28,15.323529411764707,15.0,13.363636363636363,152,153,139,302,369,342
18,3099,15.41,0.1424075275794938,28,16.235294117647058,15.878787878787879,14.090909090909092,161,162,147,318,391,362
19,3015,16.25,0.14325538461538456,28,17.147058823529413,16.757575757575758,14.818181818181818,170,171,155,334,413,382
20,2931,17.09,0.1440550029256876,28,18.058823529411764,17.636363636363637,15.545454545454545,179,180,163,350,435,402
21,2847,17.93,0.14479085331846064,28,18.970588235294116,18.515151515151516,16.272727272727273,188,189,171,366,457,422
22,2763,18.77,0.14547149706979226,28,19.88235294117647,19.393939393939394,17.0,197,198,179,382,479,442
23,2682,19.61,0.1460938296787353,28,20.794117647058822,20.272727272727273,17.727272727272727,206,207,187,398,501,462
24,2600,20.46,0.14615835777126093,28,21.676470588235293,21.151515151515152,18.515151515151516,215,216,195,416,522,482
25,2516,21.3,0.1466572769953052,28,22.558823529411764,22.03030303030303,19.272727272727273,224,225,203,433,543,502
26,2434,22.12,0.14783905967450267,28,23.441176470588236,22.90909090909091,19.96969696969697,233,234,211,448,564,522
27,2352,22.94,0.1489363557105493,28,24.323529411764707,23.78787878787879,20.666666666666668,242,243,219,463,585,542
28,2270,23.76,0.1499242424242425,28,25.205882352941178,24.636363636363637,21.393939393939394,251,252,227,479,606,561
29,2188,24.58,0.15088689991863305,28,26.08823529411765,25.484848484848484,22.12121212121212,260,261,235,495,627,580
30,2106,25.4,0.1517874015748032,28,26.970588235294116,26.333333333333332,22.848484848484848,269,270,243,511,648,599
31,2022,26.24,0.15198932926829273,28,27.88235294117647,27.181818181818183,23.606060606060606,278,279,251,528,670,618
32,1939,27.07,0.15243073513114155,28,28.794117647058822,28.0,24.363636363636363,287,287,259,545,692,637
33,1859,27.9,0.1528888888888889,28,29.676470588235293,28.848484848484848,25.12121212121212,295,296,267,562,714,656
34,1775,28.74,0.15307585247042454,28,30.58823529411765,29.696969696969695,25.87878787878788,304,305,275,579,736,675
35,1692,29.57,0.1535035508961785,28,31.470588235294116,30.545454545454547,26.636363636363637,312,314,283,596,758,694
36,1609,30.4,0.15390789473684208,28,32.35294117647059,31.393939393939394,27.393939393939394,320,323,291,613,780,713
37,1526,31.23,0.15429074607748958,28,33.23529411764706,32.24242424242424,28.151515151515152,328,332,299,630,802,732
38,1443,32.06,0.15467248908296938,28,34.11764705882353,33.09090909090909,28.90909090909091,336,341,307,647,824,751
39,1361,32.88,0.15518856447688564,28,34.970588235294116,33.93939393939394,29.666666666666668,344,350,315,664,845,770
40,1280,33.69,0.15593054318788957,28,35.85294117647059,34.75757575757576,30.393939393939394,353,359,323,680,866,788
41,1204,34.48,0.15692575406032488,28,36.76470588235294,35.54545454545455,31.060606060606062,362,368,329,696,888,805
42,1124,35.28,0.1576587301587301,28,37.64705882352941,36.36363636363637,31.757575757575758,370,377,336,712,910,823
43,1052,36.0,0.1597055555555555,28,38.44117647058823,37.121212121212125,32.36363636363637,377,386,342,726,930,839
44,983,36.69,0.16197056418642689,28,39.23529411764706,37.84848484848485,32.90909090909091,383,395,348,738,951,854
45,916,37.36,0.1641916488222698,28,39.94117647058823,38.60606060606061,33.45454545454545,389,404,354,750,969,870
